date,location,trade,status
2025/07/07,INTERNAL AFFAIRS 120,In Wall Insulation,complete
2025/07/07,INTERNAL AFFAIRS 120,Overhead Duct Insulation,complete
2025/07/07,INTERNAL AFFAIRS 120,Overhead Duct Rough In,in progress
2025/07/07,INTERNAL AFFAIRS 120,Overhead Plumbing,not started
2025/07/07,INTERNAL AFFAIRS 120,Wall Drywall,complete
2025/07/07,INTERNAL AFFAIRS 120,Wall Drywall Finish,complete
2025/07/07,INTERNAL AFFAIRS 120,Wall Prime Paint,complete
2025/07/07,INTERVIEW / REVIEW ROOM 118,In Wall Insulation,no data
2025/07/07,INTERVIEW / REVIEW ROOM 118,Overhead Duct Insulation,in progress
2025/07/07,INTERVIEW / REVIEW ROOM 118,Overhead Duct Rough In,in progress
2025/07/07,INTERVIEW / REVIEW ROOM 118,Overhead Plumbing,in progress
2025/07/07,INTERVIEW / REVIEW ROOM 118,Wall Drywall,complete
2025/07/07,INTERVIEW / REVIEW ROOM 118,Wall Drywall Finish,complete
2025/07/07,INTERVIEW / REVIEW ROOM 118,Wall Prime Paint,complete
2025/07/07,INTERVIEW/ REVIEW ROOM 121,In Wall Insulation,no data
2025/07/07,INTERVIEW/ REVIEW ROOM 121,Overhead Duct Insulation,complete
2025/07/07,INTERVIEW/ REVIEW ROOM 121,Overhead Duct Rough In,no data
2025/07/07,INTERVIEW/ REVIEW ROOM 121,Overhead Plumbing,complete
2025/07/07,INTERVIEW/ REVIEW ROOM 121,Wall Drywall,complete
2025/07/07,INTERVIEW/ REVIEW ROOM 121,Wall Drywall Finish,complete
2025/07/07,INTERVIEW/ REVIEW ROOM 121,Wall Prime Paint,complete
2025/07/07,INVESTIGATIONS / MAJOR CASE 167,In Wall Insulation,no data
2025/07/07,INVESTIGATIONS / MAJOR CASE 167,Overhead Duct Insulation,in progress
2025/07/07,INVESTIGATIONS / MAJOR CASE 167,Overhead Duct Rough In,in progress
2025/07/07,INVESTIGATIONS / MAJOR CASE 167,Overhead Plumbing,in progress
2025/07/07,INVESTIGATIONS / MAJOR CASE 167,Wall Drywall,complete
2025/07/07,INVESTIGATIONS / MAJOR CASE 167,Wall Drywall Finish,complete
2025/07/07,INVESTIGATIONS / MAJOR CASE 167,Wall Prime Paint,complete
2025/07/07,IT 115,In Wall Insulation,complete
2025/07/07,IT 115,Overhead Duct Insulation,no data
2025/07/07,IT 115,Overhead Duct Rough In,no data
2025/07/07,IT 115,Overhead Plumbing,no data
2025/07/07,IT 115,Wall Drywall,complete
2025/07/07,IT 115,Wall Drywall Finish,complete
2025/07/07,IT 115,Wall Prime Paint,complete
2025/07/07,IT 135,In Wall Insulation,complete
2025/07/07,IT 135,Overhead Duct Insulation,in progress
2025/07/07,IT 135,Overhead Duct Rough In,in progress
2025/07/07,IT 135,Overhead Plumbing,complete
2025/07/07,IT 135,Wall Drywall,complete
2025/07/07,IT 135,Wall Drywall Finish,complete
2025/07/07,IT 135,Wall Prime Paint,complete
2025/07/07,IT MANAGER 136,In Wall Insulation,no data
2025/07/07,IT MANAGER 136,Overhead Duct Insulation,no data
2025/07/07,IT MANAGER 136,Overhead Duct Rough In,no data
2025/07/07,IT MANAGER 136,Overhead Plumbing,complete
2025/07/07,IT MANAGER 136,Wall Drywall,complete
2025/07/07,IT MANAGER 136,Wall Drywall Finish,complete
2025/07/07,IT MANAGER 136,Wall Prime Paint,complete
2025/07/07,IT MANAGER 137,In Wall Insulation,no data
2025/07/07,IT MANAGER 137,Overhead Duct Insulation,complete
2025/07/07,IT MANAGER 137,Overhead Duct Rough In,no data
2025/07/07,IT MANAGER 137,Overhead Plumbing,no data
2025/07/07,IT MANAGER 137,Wall Drywall,complete
2025/07/07,IT MANAGER 137,Wall Drywall Finish,complete
2025/07/07,IT MANAGER 137,Wall Prime Paint,complete
2025/07/07,JUVENILE INTERVIEW 165,In Wall Insulation,complete
2025/07/07,JUVENILE INTERVIEW 165,Overhead Duct Insulation,no data
2025/07/07,JUVENILE INTERVIEW 165,Overhead Duct Rough In,in progress
2025/07/07,JUVENILE INTERVIEW 165,Overhead Plumbing,no data
2025/07/07,JUVENILE INTERVIEW 165,Wall Drywall,complete
2025/07/07,JUVENILE INTERVIEW 165,Wall Drywall Finish,complete
2025/07/07,JUVENILE INTERVIEW 165,Wall Prime Paint,complete
2025/07/07,JUVENILLE INTERVIEWERS 166,In Wall Insulation,no data
2025/07/07,JUVENILLE INTERVIEWERS 166,Overhead Duct Insulation,in progress
2025/07/07,JUVENILLE INTERVIEWERS 166,Overhead Duct Rough In,in progress
2025/07/07,JUVENILLE INTERVIEWERS 166,Overhead Plumbing,no data
2025/07/07,JUVENILLE INTERVIEWERS 166,Wall Drywall,complete
2025/07/07,JUVENILLE INTERVIEWERS 166,Wall Drywall Finish,complete
2025/07/07,JUVENILLE INTERVIEWERS 166,Wall Prime Paint,complete
2025/07/07,KEY ROOM 185,In Wall Insulation,complete
2025/07/07,KEY ROOM 185,Overhead Duct Insulation,no data
2025/07/07,KEY ROOM 185,Overhead Duct Rough In,no data
2025/07/07,KEY ROOM 185,Overhead Plumbing,no data
2025/07/07,KEY ROOM 185,Wall Drywall,complete
2025/07/07,KEY ROOM 185,Wall Drywall Finish,complete
2025/07/07,KEY ROOM 185,Wall Prime Paint,complete
2025/07/07,LT 170,In Wall Insulation,complete
2025/07/07,LT 170,Overhead Duct Insulation,complete
2025/07/07,LT 170,Overhead Duct Rough In,in progress
2025/07/07,LT 170,Overhead Plumbing,not started
2025/07/07,LT 170,Wall Drywall,complete
2025/07/07,LT 170,Wall Drywall Finish,complete
2025/07/07,LT 170,Wall Prime Paint,complete
2025/07/07,MACHINE ROOM 191,In Wall Insulation,no data
2025/07/07,MACHINE ROOM 191,Overhead Duct Insulation,no data
2025/07/07,MACHINE ROOM 191,Overhead Duct Rough In,no data
2025/07/07,MACHINE ROOM 191,Overhead Plumbing,no data
2025/07/07,MACHINE ROOM 191,Wall Drywall,complete
2025/07/07,MACHINE ROOM 191,Wall Drywall Finish,complete
2025/07/07,MACHINE ROOM 191,Wall Prime Paint,complete
2025/07/07,MAIN ELECTRICAL ROOM 123,In Wall Insulation,complete
2025/07/07,MAIN ELECTRICAL ROOM 123,Overhead Duct Insulation,not started
2025/07/07,MAIN ELECTRICAL ROOM 123,Overhead Duct Rough In,not started
2025/07/07,MAIN ELECTRICAL ROOM 123,Overhead Plumbing,not started
2025/07/07,MAIN ELECTRICAL ROOM 123,Wall Drywall,complete
2025/07/07,MAIN ELECTRICAL ROOM 123,Wall Drywall Finish,complete
2025/07/07,MAIN ELECTRICAL ROOM 123,Wall Prime Paint,in progress
2025/07/07,MAIN JANITORIAL111,In Wall Insulation,no data
2025/07/07,MAIN JANITORIAL111,Overhead Duct Insulation,no data
2025/07/07,MAIN JANITORIAL111,Overhead Duct Rough In,no data
2025/07/07,MAIN JANITORIAL111,Overhead Plumbing,no data
2025/07/07,MAIN JANITORIAL111,Wall Drywall,no data
2025/07/07,MAIN JANITORIAL111,Wall Drywall Finish,complete
2025/07/07,MAIN JANITORIAL111,Wall Prime Paint,complete
2025/07/07,MARINE SERGEANT 142,In Wall Insulation,complete
2025/07/07,MARINE SERGEANT 142,Overhead Duct Insulation,in progress
2025/07/07,MARINE SERGEANT 142,Overhead Duct Rough In,in progress
2025/07/07,MARINE SERGEANT 142,Overhead Plumbing,in progress
2025/07/07,MARINE SERGEANT 142,Wall Drywall,complete
2025/07/07,MARINE SERGEANT 142,Wall Drywall Finish,complete
2025/07/07,MARINE SERGEANT 142,Wall Prime Paint,complete
2025/07/07,MECHANICAL 192,In Wall Insulation,no data
2025/07/07,MECHANICAL 192,Overhead Duct Insulation,not started
2025/07/07,MECHANICAL 192,Overhead Duct Rough In,in progress
2025/07/07,MECHANICAL 192,Overhead Plumbing,in progress
2025/07/07,MECHANICAL 192,Wall Drywall,complete
2025/07/07,MECHANICAL 192,Wall Drywall Finish,complete
2025/07/07,MECHANICAL 192,Wall Prime Paint,complete
2025/07/07,MECHANICAL ROOM 122,In Wall Insulation,complete
2025/07/07,MECHANICAL ROOM 122,Overhead Duct Insulation,not started
2025/07/07,MECHANICAL ROOM 122,Overhead Duct Rough In,in progress
2025/07/07,MECHANICAL ROOM 122,Overhead Plumbing,complete
2025/07/07,MECHANICAL ROOM 122,Wall Drywall,complete
2025/07/07,MECHANICAL ROOM 122,Wall Drywall Finish,complete
2025/07/07,MECHANICAL ROOM 122,Wall Prime Paint,complete
2025/07/07,MENS RESTROOM 112,In Wall Insulation,no data
2025/07/07,MENS RESTROOM 112,Overhead Duct Insulation,no data
2025/07/07,MENS RESTROOM 112,Overhead Duct Rough In,no data
2025/07/07,MENS RESTROOM 112,Overhead Plumbing,no data
2025/07/07,MENS RESTROOM 112,Wall Drywall,no data
2025/07/07,MENS RESTROOM 112,Wall Drywall Finish,no data
2025/07/07,MENS RESTROOM 112,Wall Prime Paint,no data
2025/07/07,MIS EQUIPMENT STORAGE 138,In Wall Insulation,no data
2025/07/07,MIS EQUIPMENT STORAGE 138,Overhead Duct Insulation,in progress
2025/07/07,MIS EQUIPMENT STORAGE 138,Overhead Duct Rough In,no data
2025/07/07,MIS EQUIPMENT STORAGE 138,Overhead Plumbing,no data
2025/07/07,MIS EQUIPMENT STORAGE 138,Wall Drywall,complete
2025/07/07,MIS EQUIPMENT STORAGE 138,Wall Drywall Finish,complete
2025/07/07,MIS EQUIPMENT STORAGE 138,Wall Prime Paint,complete
2025/07/07,MIS SHREDDING 117,In Wall Insulation,complete
2025/07/07,MIS SHREDDING 117,Overhead Duct Insulation,not started
2025/07/07,MIS SHREDDING 117,Overhead Duct Rough In,in progress
2025/07/07,MIS SHREDDING 117,Overhead Plumbing,in progress
2025/07/07,MIS SHREDDING 117,Wall Drywall,complete
2025/07/07,MIS SHREDDING 117,Wall Drywall Finish,complete
2025/07/07,MIS SHREDDING 117,Wall Prime Paint,complete
2025/07/07,OFFICE 128,In Wall Insulation,no data
2025/07/07,OFFICE 128,Overhead Duct Insulation,in progress
2025/07/07,OFFICE 128,Overhead Duct Rough In,in progress
2025/07/07,OFFICE 128,Overhead Plumbing,not started
2025/07/07,OFFICE 128,Wall Drywall,complete
2025/07/07,OFFICE 128,Wall Drywall Finish,complete
2025/07/07,OFFICE 128,Wall Prime Paint,complete
2025/07/07,OPERATIONS SUPPORT DIVISION 139,In Wall Insulation,no data
2025/07/07,OPERATIONS SUPPORT DIVISION 139,Overhead Duct Insulation,no data
2025/07/07,OPERATIONS SUPPORT DIVISION 139,Overhead Duct Rough In,no data
2025/07/07,OPERATIONS SUPPORT DIVISION 139,Overhead Plumbing,in progress
2025/07/07,OPERATIONS SUPPORT DIVISION 139,Wall Drywall,complete
2025/07/07,OPERATIONS SUPPORT DIVISION 139,Wall Drywall Finish,complete
2025/07/07,OPERATIONS SUPPORT DIVISION 139,Wall Prime Paint,complete
2025/07/07,PARTS STORAGE 189,In Wall Insulation,in progress
2025/07/07,PARTS STORAGE 189,Overhead Duct Insulation,no data
2025/07/07,PARTS STORAGE 189,Overhead Duct Rough In,no data
2025/07/07,PARTS STORAGE 189,Overhead Plumbing,no data
2025/07/07,PARTS STORAGE 189,Wall Drywall,complete
2025/07/07,PARTS STORAGE 189,Wall Drywall Finish,complete
2025/07/07,PARTS STORAGE 189,Wall Prime Paint,not started
2025/07/07,PUBLIC RESTROOM 106,In Wall Insulation,complete
2025/07/07,PUBLIC RESTROOM 106,Overhead Duct Insulation,in progress
2025/07/07,PUBLIC RESTROOM 106,Overhead Duct Rough In,in progress
2025/07/07,PUBLIC RESTROOM 106,Overhead Plumbing,in progress
2025/07/07,PUBLIC RESTROOM 106,Wall Drywall,complete
2025/07/07,PUBLIC RESTROOM 106,Wall Drywall Finish,complete
2025/07/07,PUBLIC RESTROOM 106,Wall Prime Paint,not started
2025/07/07,Polygraph 152,In Wall Insulation,complete
2025/07/07,Polygraph 152,Overhead Duct Insulation,in progress
2025/07/07,Polygraph 152,Overhead Duct Rough In,in progress
2025/07/07,Polygraph 152,Overhead Plumbing,not started
2025/07/07,Polygraph 152,Wall Drywall,complete
2025/07/07,Polygraph 152,Wall Drywall Finish,complete
2025/07/07,Polygraph 152,Wall Prime Paint,complete
2025/07/07,RECEPTION 101,In Wall Insulation,no data
2025/07/07,RECEPTION 101,Overhead Duct Insulation,no data
2025/07/07,RECEPTION 101,Overhead Duct Rough In,no data
2025/07/07,RECEPTION 101,Overhead Plumbing,no data
2025/07/07,RECEPTION 101,Wall Drywall,no data
2025/07/07,RECEPTION 101,Wall Drywall Finish,no data
2025/07/07,RECEPTION 101,Wall Prime Paint,no data
2025/07/07,RECEPTION 147,In Wall Insulation,complete
2025/07/07,RECEPTION 147,Overhead Duct Insulation,complete
2025/07/07,RECEPTION 147,Overhead Duct Rough In,no data
2025/07/07,RECEPTION 147,Overhead Plumbing,in progress
2025/07/07,RECEPTION 147,Wall Drywall,complete
2025/07/07,RECEPTION 147,Wall Drywall Finish,complete
2025/07/07,RECEPTION 147,Wall Prime Paint,complete
2025/07/07,RECEPTION 179,In Wall Insulation,complete
2025/07/07,RECEPTION 179,Overhead Duct Insulation,no data
2025/07/07,RECEPTION 179,Overhead Duct Rough In,no data
2025/07/07,RECEPTION 179,Overhead Plumbing,not started
2025/07/07,RECEPTION 179,Wall Drywall,complete
2025/07/07,RECEPTION 179,Wall Drywall Finish,complete
2025/07/07,RECEPTION 179,Wall Prime Paint,complete
2025/07/07,RECORDS 130,In Wall Insulation,no data
2025/07/07,RECORDS 130,Overhead Duct Insulation,no data
2025/07/07,RECORDS 130,Overhead Duct Rough In,no data
2025/07/07,RECORDS 130,Overhead Plumbing,no data
2025/07/07,RECORDS 130,Wall Drywall,no data
2025/07/07,RECORDS 130,Wall Drywall Finish,no data
2025/07/07,RECORDS 130,Wall Prime Paint,no data
2025/07/07,RECORDS STORAGE 133,In Wall Insulation,no data
2025/07/07,RECORDS STORAGE 133,Overhead Duct Insulation,no data
2025/07/07,RECORDS STORAGE 133,Overhead Duct Rough In,no data
2025/07/07,RECORDS STORAGE 133,Overhead Plumbing,no data
2025/07/07,RECORDS STORAGE 133,Wall Drywall,no data
2025/07/07,RECORDS STORAGE 133,Wall Drywall Finish,no data
2025/07/07,RECORDS STORAGE 133,Wall Prime Paint,no data
2025/07/07,RECORDS SUPERVISOR 131,In Wall Insulation,no data
2025/07/07,RECORDS SUPERVISOR 131,Overhead Duct Insulation,no data
2025/07/07,RECORDS SUPERVISOR 131,Overhead Duct Rough In,no data
2025/07/07,RECORDS SUPERVISOR 131,Overhead Plumbing,no data
2025/07/07,RECORDS SUPERVISOR 131,Wall Drywall,no data
2025/07/07,RECORDS SUPERVISOR 131,Wall Drywall Finish,no data
2025/07/07,RECORDS SUPERVISOR 131,Wall Prime Paint,no data
2025/07/07,RECORDS SUPERVISOR 132,In Wall Insulation,no data
2025/07/07,RECORDS SUPERVISOR 132,Overhead Duct Insulation,no data
2025/07/07,RECORDS SUPERVISOR 132,Overhead Duct Rough In,no data
2025/07/07,RECORDS SUPERVISOR 132,Overhead Plumbing,no data
2025/07/07,RECORDS SUPERVISOR 132,Wall Drywall,no data
2025/07/07,RECORDS SUPERVISOR 132,Wall Drywall Finish,no data
2025/07/07,RECORDS SUPERVISOR 132,Wall Prime Paint,no data
2025/07/07,RESTROOM 183,In Wall Insulation,complete
2025/07/07,RESTROOM 183,Overhead Duct Insulation,complete
2025/07/07,RESTROOM 183,Overhead Duct Rough In,complete
2025/07/07,RESTROOM 183,Overhead Plumbing,complete
2025/07/07,RESTROOM 183,Wall Drywall,complete
2025/07/07,RESTROOM 183,Wall Drywall Finish,in progress
2025/07/07,RESTROOM 183,Wall Prime Paint,not started
2025/07/07,Risk Management - 158,In Wall Insulation,complete
2025/07/07,Risk Management - 158,Overhead Duct Insulation,in progress
2025/07/07,Risk Management - 158,Overhead Duct Rough In,in progress
2025/07/07,Risk Management - 158,Overhead Plumbing,complete
2025/07/07,Risk Management - 158,Wall Drywall,complete
2025/07/07,Risk Management - 158,Wall Drywall Finish,complete
2025/07/07,Risk Management - 158,Wall Prime Paint,complete
2025/07/07,SALLY PORT 105,In Wall Insulation,no data
2025/07/07,SALLY PORT 105,Overhead Duct Insulation,no data
2025/07/07,SALLY PORT 105,Overhead Duct Rough In,no data
2025/07/07,SALLY PORT 105,Overhead Plumbing,no data
2025/07/07,SALLY PORT 105,Wall Drywall,no data
2025/07/07,SALLY PORT 105,Wall Drywall Finish,no data
2025/07/07,SALLY PORT 105,Wall Prime Paint,no data
2025/07/07,SANE EXAM ROOM 168,In Wall Insulation,complete
2025/07/07,SANE EXAM ROOM 168,Overhead Duct Insulation,no data
2025/07/07,SANE EXAM ROOM 168,Overhead Duct Rough In,in progress
2025/07/07,SANE EXAM ROOM 168,Overhead Plumbing,no data
2025/07/07,SANE EXAM ROOM 168,Wall Drywall,complete
2025/07/07,SANE EXAM ROOM 168,Wall Drywall Finish,complete
2025/07/07,SANE EXAM ROOM 168,Wall Prime Paint,complete
2025/07/07,SGT 171,In Wall Insulation,no data
2025/07/07,SGT 171,Overhead Duct Insulation,in progress
2025/07/07,SGT 171,Overhead Duct Rough In,in progress
2025/07/07,SGT 171,Overhead Plumbing,in progress
2025/07/07,SGT 171,Wall Drywall,complete
2025/07/07,SGT 171,Wall Drywall Finish,complete
2025/07/07,SGT 171,Wall Prime Paint,complete
2025/07/07,SGT 172,In Wall Insulation,complete
2025/07/07,SGT 172,Overhead Duct Insulation,no data
2025/07/07,SGT 172,Overhead Duct Rough In,in progress
2025/07/07,SGT 172,Overhead Plumbing,in progress
2025/07/07,SGT 172,Wall Drywall,complete
2025/07/07,SGT 172,Wall Drywall Finish,complete
2025/07/07,SGT 172,Wall Prime Paint,complete
2025/07/07,SHIPPING STORAGE 190,In Wall Insulation,complete
2025/07/07,SHIPPING STORAGE 190,Overhead Duct Insulation,no data
2025/07/07,SHIPPING STORAGE 190,Overhead Duct Rough In,no data
2025/07/07,SHIPPING STORAGE 190,Overhead Plumbing,no data
2025/07/07,SHIPPING STORAGE 190,Wall Drywall,complete
2025/07/07,SHIPPING STORAGE 190,Wall Drywall Finish,complete
2025/07/07,SHIPPING STORAGE 190,Wall Prime Paint,complete
2025/07/07,SHOP FORMAN 184,In Wall Insulation,complete
2025/07/07,SHOP FORMAN 184,Overhead Duct Insulation,no data
2025/07/07,SHOP FORMAN 184,Overhead Duct Rough In,no data
2025/07/07,SHOP FORMAN 184,Overhead Plumbing,no data
2025/07/07,SHOP FORMAN 184,Wall Drywall,complete
2025/07/07,SHOP FORMAN 184,Wall Drywall Finish,complete
2025/07/07,SHOP FORMAN 184,Wall Prime Paint,complete
2025/07/07,SOFT INTERVIEW 161,In Wall Insulation,complete
2025/07/07,SOFT INTERVIEW 161,Overhead Duct Insulation,no data
2025/07/07,SOFT INTERVIEW 161,Overhead Duct Rough In,in progress
2025/07/07,SOFT INTERVIEW 161,Overhead Plumbing,complete
2025/07/07,SOFT INTERVIEW 161,Wall Drywall,complete
2025/07/07,SOFT INTERVIEW 161,Wall Drywall Finish,complete
2025/07/07,SOFT INTERVIEW 161,Wall Prime Paint,complete
2025/07/07,SOFT INTERVIEW 162,In Wall Insulation,complete
2025/07/07,SOFT INTERVIEW 162,Overhead Duct Insulation,no data
2025/07/07,SOFT INTERVIEW 162,Overhead Duct Rough In,no data
2025/07/07,SOFT INTERVIEW 162,Overhead Plumbing,complete
2025/07/07,SOFT INTERVIEW 162,Wall Drywall,complete
2025/07/07,SOFT INTERVIEW 162,Wall Drywall Finish,complete
2025/07/07,SOFT INTERVIEW 162,Wall Prime Paint,complete
2025/07/07,SPECIAL OPERATION LT 143,In Wall Insulation,no data
2025/07/07,SPECIAL OPERATION LT 143,Overhead Duct Insulation,no data
2025/07/07,SPECIAL OPERATION LT 143,Overhead Duct Rough In,no data
2025/07/07,SPECIAL OPERATION LT 143,Overhead Plumbing,no data
2025/07/07,SPECIAL OPERATION LT 143,Wall Drywall,complete
2025/07/07,SPECIAL OPERATION LT 143,Wall Drywall Finish,complete
2025/07/07,SPECIAL OPERATION LT 143,Wall Prime Paint,complete
2025/07/07,STAIR A,In Wall Insulation,no data
2025/07/07,STAIR A,Overhead Duct Insulation,no data
2025/07/07,STAIR A,Overhead Duct Rough In,no data
2025/07/07,STAIR A,Overhead Plumbing,in progress
2025/07/07,STAIR A,Wall Drywall,not started
2025/07/07,STAIR A,Wall Drywall Finish,not started
2025/07/07,STAIR A,Wall Prime Paint,not started
2025/07/07,STORAGE 104,In Wall Insulation,no data
2025/07/07,STORAGE 104,Overhead Duct Insulation,no data
2025/07/07,STORAGE 104,Overhead Duct Rough In,no data
2025/07/07,STORAGE 104,Overhead Plumbing,not started
2025/07/07,STORAGE 104,Wall Drywall,complete
2025/07/07,STORAGE 104,Wall Drywall Finish,complete
2025/07/07,STORAGE 104,Wall Prime Paint,complete
2025/07/07,STORAGE 127,In Wall Insulation,no data
2025/07/07,STORAGE 127,Overhead Duct Insulation,no data
2025/07/07,STORAGE 127,Overhead Duct Rough In,no data
2025/07/07,STORAGE 127,Overhead Plumbing,no data
2025/07/07,STORAGE 127,Wall Drywall,complete
2025/07/07,STORAGE 127,Wall Drywall Finish,complete
2025/07/07,STORAGE 127,Wall Prime Paint,complete
2025/07/07,STUDIO 126,In Wall Insulation,no data
2025/07/07,STUDIO 126,Overhead Duct Insulation,no data
2025/07/07,STUDIO 126,Overhead Duct Rough In,no data
2025/07/07,STUDIO 126,Overhead Plumbing,no data
2025/07/07,STUDIO 126,Wall Drywall,no data
2025/07/07,STUDIO 126,Wall Drywall Finish,no data
2025/07/07,STUDIO 126,Wall Prime Paint,no data
2025/07/07,SUPERVISOR 129,In Wall Insulation,complete
2025/07/07,SUPERVISOR 129,Overhead Duct Insulation,in progress
2025/07/07,SUPERVISOR 129,Overhead Duct Rough In,in progress
2025/07/07,SUPERVISOR 129,Overhead Plumbing,not started
2025/07/07,SUPERVISOR 129,Wall Drywall,complete
2025/07/07,SUPERVISOR 129,Wall Drywall Finish,complete
2025/07/07,SUPERVISOR 129,Wall Prime Paint,complete
2025/07/07,Storage 164,In Wall Insulation,complete
2025/07/07,Storage 164,Overhead Duct Insulation,in progress
